"","precipitation","rain","mean_tmp 1","mean_tmp 2","mean_tmp 3","mean_tmp 4","mean_tmp 5","mean_tmp 6","mean_tmp 7","mean_RH 1","mean_RH 2","mean_RH 3","mean_RH 4","mean_RH 5","mean_RH 6","mean_RH 7","mean_press 1","mean_press 2","mean_press 3","mean_press 4","mean_press 5","mean_press 6","mean_press 7","mean_Wind_speed 1","mean_Wind_speed 2","mean_Wind_speed 3","mean_Wind_speed 4","mean_Wind_speed 5","mean_Wind_speed 6","mean_Wind_speed 7","Cold_Deg_days 1","Cold_Deg_days 2","Cold_Deg_days 3","Cold_Deg_days 4","Cold_Deg_days 5","Cold_Deg_days 6","Cold_Deg_days 7","spd_max_gust 1","spd_max_gust 2","spd_max_gust 3","spd_max_gust 4","spd_max_gust 5","spd_max_gust 6","spd_max_gust 7","precipitation 1","precipitation 2","precipitation 3","precipitation 4","precipitation 5","precipitation 6","precipitation 7","rain 1","rain 2","rain 3","rain 4","rain 5","rain 6","rain 7"
"18",0,0,-0.484863216017616,-0.570550623444167,-0.645091701477244,-0.877423005381165,-0.824477940574069,-0.863141770754342,-0.439232929976872,0.723577235738126,0.666666666700899,0.679075738125802,0.758664955070603,0.6940522036457,0.833119383825417,0.748823277740693,0.966793980505319,0.970127434003639,0.965962625155126,0.964858167885586,0.963978618022338,0.964532854922467,0.967918519464559,0.427649769543052,0.298617511542755,0.561290322622031,0.39999999995576,0.559447004723277,0.422119815625594,0.434101382520487,0,0,0,0,0,0,0,0.468085106382979,0.0425531914893617,0.51063829787234,0.425531914893617,0.468085106382979,0.48936170212766,0.319148936170213,0,0,0,0,0,0.6,0,0,0,0,0,0,1,0
"19",0.6,1,-0.393254321113844,-0.484863216017616,-0.570550623444167,-0.645091701477244,-0.877423005381165,-0.824477940574069,-0.863141770754342,0.614890885750963,0.723577235738126,0.666666666700899,0.679075738125802,0.758664955070603,0.6940522036457,0.833119383825417,0.967536978926949,0.966793980505319,0.970127434003639,0.965962625155126,0.964858167885586,0.963978618022338,0.964532854922467,0.310599078437648,0.427649769543052,0.298617511542755,0.561290322622031,0.39999999995576,0.559447004723277,0.422119815625594,0,0,0,0,0,0,0,0.297872340425532,0.468085106382979,0.0425531914893617,0.51063829787234,0.425531914893617,0.468085106382979,0.48936170212766,0,0,0,0,0,0,0.6,0,0,0,0,0,0,1
"20",0,0,-0.303735362976573,-0.393254321113844,-0.484863216017616,-0.570550623444167,-0.645091701477244,-0.877423005381165,-0.824477940574069,0.661103979460847,0.614890885750963,0.723577235738126,0.666666666700899,0.679075738125802,0.758664955070603,0.6940522036457,0.970488892851549,0.967536978926949,0.966793980505319,0.970127434003639,0.965962625155126,0.964858167885586,0.963978618022338,0.176036866365053,0.310599078437648,0.427649769543052,0.298617511542755,0.561290322622031,0.39999999995576,0.559447004723277,0,0,0,0,0,0,0,0.0425531914893617,0.297872340425532,0.468085106382979,0.0425531914893617,0.51063829787234,0.425531914893617,0.468085106382979,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0
"21",0,0,-0.215261373138956,-0.303735362976573,-0.393254321113844,-0.484863216017616,-0.570550623444167,-0.645091701477244,-0.877423005381165,0.804878048780488,0.661103979460847,0.614890885750963,0.723577235738126,0.666666666700899,0.679075738125802,0.758664955070603,0.975047290865935,0.970488892851549,0.967536978926949,0.966793980505319,0.970127434003639,0.965962625155126,0.964858167885586,0.249769585345605,0.176036866365053,0.310599078437648,0.427649769543052,0.298617511542755,0.561290322622031,0.39999999995576,0,0,0,0,0,0,0,0.0425531914893617,0.0425531914893617,0.297872340425532,0.468085106382979,0.0425531914893617,0.51063829787234,0.425531914893617,0,0.6,0,0,0,0,0,0,1,0,0,0,0,0
"22",0,0,-0.204115043745482,-0.215261373138956,-0.303735362976573,-0.393254321113844,-0.484863216017616,-0.570550623444167,-0.645091701477244,0.713735558408216,0.804878048780488,0.661103979460847,0.614890885750963,0.723577235738126,0.666666666700899,0.679075738125802,0.976810407123149,0.975047290865935,0.970488892851549,0.967536978926949,0.966793980505319,0.970127434003639,0.965962625155126,0.360368663694774,0.249769585345605,0.176036866365053,0.310599078437648,0.427649769543052,0.298617511542755,0.561290322622031,0,0,0,0,0,0,0,0.319148936170213,0.0425531914893617,0.0425531914893617,0.297872340425532,0.468085106382979,0.0425531914893617,0.51063829787234,0,0,0.6,0,0,0,0,0,0,1,0,0,0,0
"23",5.2,1,-0.347275712250817,-0.204115043745482,-0.215261373138956,-0.303735362976573,-0.393254321113844,-0.484863216017616,-0.570550623444167,0.558836114711168,0.713735558408216,0.804878048780488,0.661103979460847,0.614890885750963,0.723577235738126,0.666666666700899,0.978015269949516,0.976810407123149,0.975047290865935,0.970488892851549,0.967536978926949,0.966793980505319,0.970127434003639,0.218433179739608,0.360368663694774,0.249769585345605,0.176036866365053,0.310599078437648,0.427649769543052,0.298617511542755,0,0,0,0,0,0,0,0.297872340425532,0.319148936170213,0.0425531914893617,0.0425531914893617,0.297872340425532,0.468085106382979,0.0425531914893617,0,0,0,0.6,0,0,0,0,0,0,1,0,0,0
"24",1.2,1,-0.106478649990788,-0.347275712250817,-0.204115043745482,-0.215261373138956,-0.303735362976573,-0.393254321113844,-0.484863216017616,0.583133337098845,0.558836114711168,0.713735558408216,0.804878048780488,0.661103979460847,0.614890885750963,0.723577235738126,0.970285463811945,0.978015269949516,0.976810407123149,0.975047290865935,0.970488892851549,0.967536978926949,0.966793980505319,0.367381286294369,0.218433179739608,0.360368663694774,0.249769585345605,0.176036866365053,0.310599078437648,0.427649769543052,0,0,0,0,0,0,0,0.553191489361702,0.297872340425532,0.319148936170213,0.0425531914893617,0.0425531914893617,0.297872340425532,0.468085106382979,5.2,0,0,0,0.6,0,0,1,0,0,0,1,0,0
"25",0,0,-0.380366377692554,-0.106478649990788,-0.347275712250817,-0.204115043745482,-0.215261373138956,-0.303735362976573,-0.393254321113844,0.729139922978177,0.583133337098845,0.558836114711168,0.713735558408216,0.804878048780488,0.661103979460847,0.614890885750963,0.961994610214827,0.970285463811945,0.978015269949516,0.976810407123149,0.975047290865935,0.970488892851549,0.967536978926949,0.678341013948633,0.367381286294369,0.218433179739608,0.360368663694774,0.249769585345605,0.176036866365053,0.310599078437648,0,0,0,0,0,0,0,0.787234042553192,0.553191489361702,0.297872340425532,0.319148936170213,0.0425531914893617,0.0425531914893617,0.297872340425532,1.2,5.2,0,0,0,0.6,0,1,1,0,0,0,1,0
"26",0,0,-0.933154652432133,-0.380366377692554,-0.106478649990788,-0.347275712250817,-0.204115043745482,-0.215261373138956,-0.303735362976573,0.485665383003851,0.729139922978177,0.583133337098845,0.558836114711168,0.713735558408216,0.804878048780488,0.661103979460847,0.968838230779426,0.961994610214827,0.970285463811945,0.978015269949516,0.976810407123149,0.975047290865935,0.970488892851549,0.701382488457245,0.678341013948633,0.367381286294369,0.218433179739608,0.360368663694774,0.249769585345605,0.176036866365053,0,0,0,0,0,0,0,0.659574468085106,0.787234042553192,0.553191489361702,0.297872340425532,0.319148936170213,0.0425531914893617,0.0425531914893617,0,1.2,5.2,0,0,0,0.6,0,1,1,0,0,0,1
"27",0,0,-0.750633508185557,-0.933154652432133,-0.380366377692554,-0.106478649990788,-0.347275712250817,-0.204115043745482,-0.215261373138956,0.463842533196406,0.485665383003851,0.729139922978177,0.583133337098845,0.558836114711168,0.713735558408216,0.804878048780488,0.974918772485752,0.968838230779426,0.961994610214827,0.970285463811945,0.978015269949516,0.976810407123149,0.975047290865935,0.708755760494655,0.701382488457245,0.678341013948633,0.367381286294369,0.218433179739608,0.360368663694774,0.249769585345605,0,0,0,0,0,0,0,0.702127659574468,0.659574468085106,0.787234042553192,0.553191489361702,0.297872340425532,0.319148936170213,0.0425531914893617,0,0,1.2,5.2,0,0,0,0,0,1,1,0,0,0
"28",0,0,-0.397782517469129,-0.750633508185557,-0.933154652432133,-0.380366377692554,-0.106478649990788,-0.347275712250817,-0.204115043745482,0.451433461668806,0.463842533196406,0.485665383003851,0.729139922978177,0.583133337098845,0.558836114711168,0.713735558408216,0.97728431919226,0.974918772485752,0.968838230779426,0.961994610214827,0.970285463811945,0.978015269949516,0.976810407123149,0.522580645199822,0.708755760494655,0.701382488457245,0.678341013948633,0.367381286294369,0.218433179739608,0.360368663694774,0,0,0,0,0,0,0,0.553191489361702,0.702127659574468,0.659574468085106,0.787234042553192,0.553191489361702,0.297872340425532,0.319148936170213,0,0,0,1.2,5.2,0,0,0,0,0,1,1,0,0
"29",0.8,1,-0.781982559683076,-0.397782517469129,-0.750633508185557,-0.933154652432133,-0.380366377692554,-0.106478649990788,-0.347275712250817,0.407787762053915,0.451433461668806,0.463842533196406,0.485665383003851,0.729139922978177,0.583133337098845,0.558836114711168,0.983123888333313,0.97728431919226,0.974918772485752,0.968838230779426,0.961994610214827,0.970285463811945,0.978015269949516,0.370506912469715,0.522580645199822,0.708755760494655,0.701382488457245,0.678341013948633,0.367381286294369,0.218433179739608,0,0,0,0,0,0,0,0.340425531914894,0.553191489361702,0.702127659574468,0.659574468085106,0.787234042553192,0.553191489361702,0.297872340425532,0,0,0,0,1.2,5.2,0,0,0,0,0,1,1,0
"30",2.6,1,-0.0971799458316355,-0.781982559683076,-0.397782517469129,-0.750633508185557,-0.933154652432133,-0.380366377692554,-0.106478649990788,0.543431750141207,0.407787762053915,0.451433461668806,0.463842533196406,0.485665383003851,0.729139922978177,0.583133337098845,0.970938708628023,0.983123888333313,0.97728431919226,0.974918772485752,0.968838230779426,0.961994610214827,0.970285463811945,0.573271889516923,0.370506912469715,0.522580645199822,0.708755760494655,0.701382488457245,0.678341013948633,0.367381286294369,0,0,0,0,0,0,0,0.553191489361702,0.340425531914894,0.553191489361702,0.702127659574468,0.659574468085106,0.787234042553192,0.553191489361702,0.8,0,0,0,0,1.2,5.2,1,0,0,0,0,1,1
"31",13,1,-0.142461909133695,-0.0971799458316355,-0.781982559683076,-0.397782517469129,-0.750633508185557,-0.933154652432133,-0.380366377692554,0.634574240513479,0.543431750141207,0.407787762053915,0.451433461668806,0.463842533196406,0.485665383003851,0.729139922978177,0.976934908972613,0.970938708628023,0.983123888333313,0.97728431919226,0.974918772485752,0.968838230779426,0.961994610214827,0.353917050717339,0.573271889516923,0.370506912469715,0.522580645199822,0.708755760494655,0.701382488457245,0.678341013948633,0,0,0,0,0,0,0,0.382978723404255,0.553191489361702,0.340425531914894,0.553191489361702,0.702127659574468,0.659574468085106,0.787234042553192,2.6,0.8,0,0,0,0,1.2,1,1,0,0,0,0,1
"32",0,0,-0.198541879006946,-0.142461909133695,-0.0971799458316355,-0.781982559683076,-0.397782517469129,-0.750633508185557,-0.933154652432133,0.887034659820282,0.634574240513479,0.543431750141207,0.407787762053915,0.451433461668806,0.463842533196406,0.485665383003851,0.973288191139439,0.976934908972613,0.970938708628023,0.983123888333313,0.97728431919226,0.974918772485752,0.968838230779426,0.42304147468557,0.353917050717339,0.573271889516923,0.370506912469715,0.522580645199822,0.708755760494655,0.701382488457245,0,0,0,0,0,0,0,0.404255319148936,0.382978723404255,0.553191489361702,0.340425531914894,0.553191489361702,0.702127659574468,0.659574468085106,13,2.6,0.8,0,0,0,0,1,1,1,0,0,0,0
"33",0,0,-0.059561084034613,-0.198541879006946,-0.142461909133695,-0.0971799458316355,-0.781982559683076,-0.397782517469129,-0.750633508185557,0.703038082978177,0.887034659820282,0.634574240513479,0.543431750141207,0.407787762053915,0.451433461668806,0.463842533196406,0.974344453895924,0.973288191139439,0.976934908972613,0.970938708628023,0.983123888333313,0.97728431919226,0.974918772485752,0.236866359390737,0.42304147468557,0.353917050717339,0.573271889516923,0.370506912469715,0.522580645199822,0.708755760494655,0,0,0,0,0,0,0,0.340425531914894,0.404255319148936,0.382978723404255,0.553191489361702,0.340425531914894,0.553191489361702,0.702127659574468,0,13,2.6,0.8,0,0,0,0,1,1,1,0,0,0
"34",0,0,-0.544774736685185,-0.059561084034613,-0.198541879006946,-0.142461909133695,-0.0971799458316355,-0.781982559683076,-0.397782517469129,0.442447582336329,0.703038082978177,0.887034659820282,0.634574240513479,0.543431750141207,0.407787762053915,0.451433461668806,0.980324590045423,0.974344453895924,0.973288191139439,0.976934908972613,0.970938708628023,0.983123888333313,0.97728431919226,0.376958525447149,0.236866359390737,0.42304147468557,0.353917050717339,0.573271889516923,0.370506912469715,0.522580645199822,0,0,0,0,0,0,0,0.340425531914894,0.340425531914894,0.404255319148936,0.382978723404255,0.553191489361702,0.340425531914894,0.553191489361702,0,0,13,2.6,0.8,0,0,0,0,1,1,1,0,0
"35",0,0,-0.226756025354713,-0.544774736685185,-0.059561084034613,-0.198541879006946,-0.142461909133695,-0.0971799458316355,-0.781982559683076,0.747967479640565,0.442447582336329,0.703038082978177,0.887034659820282,0.634574240513479,0.543431750141207,0.407787762053915,0.975673819535646,0.980324590045423,0.974344453895924,0.973288191139439,0.976934908972613,0.970938708628023,0.983123888333313,0.390783410240795,0.376958525447149,0.236866359390737,0.42304147468557,0.353917050717339,0.573271889516923,0.370506912469715,0,0,0,0,0,0,0,0.361702127659574,0.340425531914894,0.340425531914894,0.404255319148936,0.382978723404255,0.553191489361702,0.340425531914894,0,0,0,13,2.6,0.8,0,0,0,0,1,1,1,0
"36",9,1,-0.0404033303974167,-0.226756025354713,-0.544774736685185,-0.059561084034613,-0.198541879006946,-0.142461909133695,-0.0971799458316355,0.626444159178434,0.747967479640565,0.442447582336329,0.703038082978177,0.887034659820282,0.634574240513479,0.543431750141207,0.982987336891695,0.975673819535646,0.980324590045423,0.974344453895924,0.973288191139439,0.976934908972613,0.970938708628023,0.275576036812946,0.390783410240795,0.376958525447149,0.236866359390737,0.42304147468557,0.353917050717339,0.573271889516923,0,0,0,0,0,0,0,0.340425531914894,0.361702127659574,0.340425531914894,0.340425531914894,0.404255319148936,0.382978723404255,0.553191489361702,0,0,0,0,13,2.6,0.8,0,0,0,0,1,1,1
"37",0,0,0.244873037979211,-0.0404033303974167,-0.226756025354713,-0.544774736685185,-0.059561084034613,-0.198541879006946,-0.142461909133695,0.747539580693196,0.626444159178434,0.747967479640565,0.442447582336329,0.703038082978177,0.887034659820282,0.634574240513479,0.974525183319879,0.982987336891695,0.975673819535646,0.980324590045423,0.974344453895924,0.973288191139439,0.976934908972613,0.513364055263658,0.275576036812946,0.390783410240795,0.376958525447149,0.236866359390737,0.42304147468557,0.353917050717339,0,0,0,0,0,0,0,0.531914893617021,0.340425531914894,0.361702127659574,0.340425531914894,0.340425531914894,0.404255319148936,0.382978723404255,9,0,0,0,0,13,2.6,1,0,0,0,0,1,1
"38",0.6,1,0.0438907859071986,0.244873037979211,-0.0404033303974167,-0.226756025354713,-0.544774736685185,-0.059561084034613,-0.198541879006946,0.4801026957638,0.747539580693196,0.626444159178434,0.747967479640565,0.442447582336329,0.703038082978177,0.887034659820282,0.984172118992253,0.974525183319879,0.982987336891695,0.975673819535646,0.980324590045423,0.974344453895924,0.973288191139439,0.303225806400238,0.513364055263658,0.275576036812946,0.390783410240795,0.376958525447149,0.236866359390737,0.42304147468557,0,0,0,0,0,0,0,0.276595744680851,0.531914893617021,0.340425531914894,0.361702127659574,0.340425531914894,0.340425531914894,0.404255319148936,0,9,0,0,0,0,13,0,1,0,0,0,0,1
"39",3.8,1,0.146994333026727,0.0438907859071986,0.244873037979211,-0.0404033303974167,-0.226756025354713,-0.544774736685185,-0.059561084034613,0.527599486521181,0.4801026957638,0.747539580693196,0.626444159178434,0.747967479640565,0.442447582336329,0.703038082978177,0.977822491897297,0.984172118992253,0.974525183319879,0.982987336891695,0.975673819535646,0.980324590045423,0.974344453895924,0.534562212094714,0.303225806400238,0.513364055263658,0.275576036812946,0.390783410240795,0.376958525447149,0.236866359390737,0,0,0,0,0,0,0,0.553191489361702,0.276595744680851,0.531914893617021,0.340425531914894,0.361702127659574,0.340425531914894,0.340425531914894,0.6,0,9,0,0,0,0,1,0,1,0,0,0,0
"40",0.8,1,0.599813966047322,0.146994333026727,0.0438907859071986,0.244873037979211,-0.0404033303974167,-0.226756025354713,-0.544774736685185,0.738553701360719,0.527599486521181,0.4801026957638,0.747539580693196,0.626444159178434,0.747967479640565,0.442447582336329,0.961560859597335,0.977822491897297,0.984172118992253,0.974525183319879,0.982987336891695,0.975673819535646,0.980324590045423,0.756682027631829,0.534562212094714,0.303225806400238,0.513364055263658,0.275576036812946,0.390783410240795,0.376958525447149,0,0,0,0,0,0,0,0.872340425531915,0.553191489361702,0.276595744680851,0.531914893617021,0.340425531914894,0.361702127659574,0.340425531914894,3.8,0.6,0,9,0,0,0,1,1,0,1,0,0,0
"41",0,0,-0.220486215055209,0.599813966047322,0.146994333026727,0.0438907859071986,0.244873037979211,-0.0404033303974167,-0.226756025354713,0.670945656790757,0.738553701360719,0.527599486521181,0.4801026957638,0.747539580693196,0.626444159178434,0.747967479640565,0.970195710206393,0.961560859597335,0.977822491897297,0.984172118992253,0.974525183319879,0.982987336891695,0.975673819535646,0.785253456279097,0.756682027631829,0.534562212094714,0.303225806400238,0.513364055263658,0.275576036812946,0.390783410240795,0,0,0,0,0,0,0,0.765957446808511,0.872340425531915,0.553191489361702,0.276595744680851,0.531914893617021,0.340425531914894,0.361702127659574,0.8,3.8,0.6,0,9,0,0,1,1,1,0,1,0,0
"42",0,0,-0.461525588847417,-0.220486215055209,0.599813966047322,0.146994333026727,0.0438907859071986,0.244873037979211,-0.0404033303974167,0.43816859224647,0.670945656790757,0.738553701360719,0.527599486521181,0.4801026957638,0.747539580693196,0.626444159178434,0.994084123522537,0.970195710206393,0.961560859597335,0.977822491897297,0.984172118992253,0.974525183319879,0.982987336891695,0.300460829441509,0.785253456279097,0.756682027631829,0.534562212094714,0.303225806400238,0.513364055263658,0.275576036812946,0,0,0,0,0,0,0,0.319148936170213,0.765957446808511,0.872340425531915,0.553191489361702,0.276595744680851,0.531914893617021,0.340425531914894,0,0.8,3.8,0.6,0,9,0,0,1,1,1,0,1,0
"43",0,0,-0.0153240891994017,-0.461525588847417,-0.220486215055209,0.599813966047322,0.146994333026727,0.0438907859071986,0.244873037979211,0.387676508344031,0.43816859224647,0.670945656790757,0.738553701360719,0.527599486521181,0.4801026957638,0.747539580693196,0.994786960492548,0.994084123522537,0.970195710206393,0.961560859597335,0.977822491897297,0.984172118992253,0.974525183319879,0.348387096799881,0.300460829441509,0.785253456279097,0.756682027631829,0.534562212094714,0.303225806400238,0.513364055263658,0,0,0,0,0,0,0,0.382978723404255,0.319148936170213,0.765957446808511,0.872340425531915,0.553191489361702,0.276595744680851,0.531914893617021,0,0,0.8,3.8,0.6,0,9,0,0,1,1,1,0,1
"44",0,0,0.103105660930201,-0.0153240891994017,-0.461525588847417,-0.220486215055209,0.599813966047322,0.146994333026727,0.0438907859071986,0.480530594813864,0.387676508344031,0.43816859224647,0.670945656790757,0.738553701360719,0.527599486521181,0.4801026957638,0.985063717483764,0.994786960492548,0.994084123522537,0.970195710206393,0.961560859597335,0.977822491897297,0.984172118992253,0.506912442507422,0.348387096799881,0.300460829441509,0.785253456279097,0.756682027631829,0.534562212094714,0.303225806400238,0,0,0,0,0,0,0,0.48936170212766,0.382978723404255,0.319148936170213,0.765957446808511,0.872340425531915,0.553191489361702,0.276595744680851,0,0,0,0.8,3.8,0.6,0,0,0,0,1,1,1,0
"45",0.6,1,-0.0421449443416352,0.103105660930201,-0.0153240891994017,-0.461525588847417,-0.220486215055209,0.599813966047322,0.146994333026727,0.566966195943517,0.480530594813864,0.387676508344031,0.43816859224647,0.670945656790757,0.738553701360719,0.527599486521181,0.977955026808198,0.985063717483764,0.994786960492548,0.994084123522537,0.970195710206393,0.961560859597335,0.977822491897297,0.578801843434382,0.506912442507422,0.348387096799881,0.300460829441509,0.785253456279097,0.756682027631829,0.534562212094714,0,0,0,0,0,0,0,0.765957446808511,0.48936170212766,0.382978723404255,0.319148936170213,0.765957446808511,0.872340425531915,0.553191489361702,0,0,0,0,0.8,3.8,0.6,0,0,0,0,1,1,1
